Data;Rodada;Mandante;Visitante;Gols_M;Gols_V;Resultado;Odds_M;Odds_E;Odds_V
18/11/2012;36;Fluminense;Cruzeiro;0;2;A;1,74;3,95;5,12
18/11/2012;36;Sao Paulo;Nautico;2;1;H;1,35;5,36;10,15
18/11/2012;36;Internacional;Corinthians;0;2;A;2,27;3,34;3,5
18/11/2012;36;Portuguesa;Gremio;2;2;D;2,73;3,33;2,78
18/11/2012;36;Sport;Botafogo;2;0;H;2,29;3,69;3,13
24/11/2012;37;Corinthians;Santos;1;1;D;1,79;3,82;4,86
24/11/2012;37;Vasco;Flamengo;1;1;D;3,3;3,38;2,36
25/11/2012;37;Bahia;Nautico;1;1;D;1,63;4,13;5,99
25/11/2012;37;Botafogo;Atletico MG;2;3;A;2,49;3,54;2,92
25/11/2012;37;Cruzeiro;Coritiba;2;1;H;2,33;3,65;3,1
25/11/2012;37;Figueirense;Gremio;2;4;A;4,92;4,16;1,72
25/11/2012;37;Internacional;Portuguesa;0;2;A;2,43;3,3;3,2
25/11/2012;37;Palmeiras;Atletico GO;1;2;A;2,04;3,58;3,91
25/11/2012;37;Ponte Preta;Sao Paulo;0;0;D;2,02;3,68;3,81
25/11/2012;37;Sport;Fluminense;1;1;D;1,83;4,21;4,11
01/12/2012;38;Flamengo;Botafogo;2;2;D;2,4;3,38;3,18
01/12/2012;38;Santos;Palmeiras;3;1;H;1,57;4,55;5,91
02/12/2012;38;Atletico GO;Bahia;0;1;A;3,27;3,31;2,37
02/12/2012;38;Atletico MG;Cruzeiro;3;2;H;1,7;4,25;4,97
02/12/2012;38;Coritiba;Figueirense;3;0;H;1,39;5,18;8,82
02/12/2012;38;Fluminense;Vasco;1;2;A;2,39;3,31;3,28
02/12/2012;38;Gremio;Internacional;0;0;D;1,67;3,93;5,78
02/12/2012;38;Nautico;Sport;1;0;H;2,72;3,55;2,66
02/12/2012;38;Portuguesa;Ponte Preta;0;0;D;1,8;3,57;5,25
02/12/2012;38;Sao Paulo;Corinthians;3;1;H;3,4;3,46;2,25
