Temporada;Data;Mandante;Visitante;GF;GC;Resultado;SG
2015;29/11/2015;Chapecoense;Goias;1;3;A;-2
2015;29/11/2015;Palmeiras;Coritiba;0;2;A;-2
2015;29/11/2015;Vasco;Santos;1;0;H;1
2015;29/11/2015;Athletico PR;Flamengo;3;0;H;3
2015;06/12/2015;Atletico MG;Chapecoense;3;0;H;3
2015;06/12/2015;Corinthians;Avai;1;1;D;0
2015;06/12/2015;Coritiba;Vasco;0;0;D;0
2015;06/12/2015;Figueirense;Fluminense;1;0;H;1
2015;06/12/2015;Flamengo;Palmeiras;1;2;A;-1
2015;06/12/2015;Goias;Sao Paulo;0;1;A;-1
2015;06/12/2015;Internacional;Cruzeiro;2;0;H;2
2015;06/12/2015;Joinville;Gremio;0;2;A;-2
2015;06/12/2015;Ponte Preta;Sport;0;1;A;-1
2015;06/12/2015;Santos;Athletico PR;5;1;H;4
2016;14/05/2016;Flamengo;Sport;1;0;H;1
2016;14/05/2016;Palmeiras;Athletico PR;4;0;H;4
2016;14/05/2016;Atletico MG;Santos;1;0;H;1
2016;15/05/2016;Coritiba;Cruzeiro;1;0;H;1
2016;15/05/2016;Botafogo;Sao Paulo;0;1;A;-1
2016;15/05/2016;Santa Cruz;Vitoria;4;1;H;3
2016;15/05/2016;America MG;Fluminense;0;1;A;-1
2016;15/05/2016;Corinthians;Gremio;0;0;D;0
2016;15/05/2016;Figueirense;Ponte Preta;0;0;D;0
2016;15/05/2016;Internacional;Chapecoense;0;0;D;0
2016;21/05/2016;Ponte Preta;Palmeiras;2;1;H;1
2016;21/05/2016;Fluminense;Santa Cruz;2;2;D;0
2016;22/05/2016;Cruzeiro;Figueirense;2;2;D;0
2016;22/05/2016;Athletico PR;Atletico MG;1;1;D;0
2016;22/05/2016;Santos;Coritiba;2;1;H;1
2016;22/05/2016;Chapecoense;America MG;3;1;H;2
2016;22/05/2016;Gremio;Flamengo;1;0;H;1
2016;22/05/2016;Sao Paulo;Internacional;1;2;A;-1
2016;22/05/2016;Vitoria;Corinthians;3;2;H;1
2016;22/05/2016;Sport;Botafogo;1;1;D;0
2016;25/05/2016;Botafogo;Athletico PR;2;1;H;1
2016;25/05/2016;Figueirense;Santos;2;2;D;0
2016;26/05/2016;America MG;Vitoria;1;1;D;0
2016;26/05/2016;Flamengo;Chapecoense;2;2;D;0
2016;26/05/2016;Coritiba;Sao Paulo;1;1;D;0
2016;26/05/2016;Palmeiras;Fluminense;2;0;H;2
2016;26/05/2016;Santa Cruz;Cruzeiro;4;1;H;3
2016;26/05/2016;Corinthians;Ponte Preta;3;0;H;3
2016;26/05/2016;Internacional;Sport;1;0;H;1
2016;27/05/2016;Atletico MG;Gremio;0;3;A;-3
2016;28/05/2016;Cruzeiro;America MG;1;1;D;0
2016;28/05/2016;Athletico PR;Figueirense;2;1;H;1
2016;29/05/2016;Chapecoense;Santa Cruz;1;1;D;0
2016;29/05/2016;Ponte Preta;Flamengo;1;2;A;-1
2016;29/05/2016;Sport;Corinthians;0;2;A;-2
2016;29/05/2016;Fluminense;Botafogo;1;0;H;1
2016;29/05/2016;Sao Paulo;Palmeiras;1;0;H;1
2016;29/05/2016;Vitoria;Atletico MG;1;1;D;0
2016;29/05/2016;Gremio;Coritiba;2;0;H;2
2016;29/05/2016;Santos;Internacional;0;1;A;-1
2016;01/06/2016;Internacional;Athletico PR;1;0;H;1
2016;02/06/2016;Corinthians;Santos;1;0;H;1
2016;02/06/2016;Coritiba;Chapecoense;3;4;A;-1
2016;02/06/2016;Santa Cruz;Sport;0;1;A;-1
2016;02/06/2016;Atletico MG;Fluminense;1;1;D;0
2016;02/06/2016;Botafogo;Cruzeiro;0;1;A;-1
2016;02/06/2016;Figueirense;Sao Paulo;1;0;H;1
2016;02/06/2016;America MG;Ponte Preta;1;2;A;-1
2016;03/06/2016;Flamengo;Vitoria;1;0;H;1
2016;03/06/2016;Palmeiras;Gremio;4;3;H;1
2016;04/06/2016;Athletico PR;Santa Cruz;1;0;H;1
2016;05/06/2016;Chapecoense;Fluminense;0;0;D;0
2016;05/06/2016;Corinthians;Coritiba;2;1;H;1
2016;05/06/2016;America MG;Figueirense;1;0;H;1
2016;05/06/2016;Santos;Botafogo;3;0;H;3
2016;05/06/2016;Flamengo;Palmeiras;1;2;A;-1
2016;05/06/2016;Gremio;Ponte Preta;1;0;H;1
2016;05/06/2016;Sport;Atletico MG;4;4;D;0
2016;05/06/2016;Vitoria;Internacional;1;0;H;1
2016;05/06/2016;Cruzeiro;Sao Paulo;0;1;A;-1
2016;11/06/2016;Internacional;America MG;3;1;H;2
2016;11/06/2016;Ponte Preta;Chapecoense;2;1;H;1
2016;11/06/2016;Fluminense;Gremio;1;1;D;0
2016;12/06/2016;Sao Paulo;Athletico PR;1;2;A;-1
2016;12/06/2016;Botafogo;Vitoria;1;1;D;0
2016;12/06/2016;Coritiba;Sport;3;2;H;1
2016;12/06/2016;Atletico MG;Cruzeiro;2;3;A;-1
2016;12/06/2016;Figueirense;Flamengo;1;0;H;1
2016;12/06/2016;Palmeiras;Corinthians;1;0;H;1
2016;12/06/2016;Santa Cruz;Santos;0;2;A;-2
2016;15/06/2016;Chapecoense;Gremio;3;3;D;0
2016;15/06/2016;Ponte Preta;Athletico PR;3;2;H;1
2016;15/06/2016;Sao Paulo;Vitoria;2;0;H;2
2016;16/06/2016;Botafogo;America MG;3;1;H;2
2016;16/06/2016;Santa Cruz;Figueirense;1;0;H;1
2016;16/06/2016;Santos;Sport;2;0;H;2
2016;16/06/2016;Coritiba;Palmeiras;2;2;D;0
2016;16/06/2016;Cruzeiro;Flamengo;0;1;A;-1
2016;16/06/2016;Internacional;Atletico MG;2;0;H;2
2016;17/06/2016;Fluminense;Corinthians;1;0;H;1
2016;18/06/2016;Palmeiras;Santa Cruz;3;1;H;2
2016;18/06/2016;Athletico PR;Santos;1;0;H;1
2016;19/06/2016;America MG;Coritiba;2;1;H;1
2016;19/06/2016;Atletico MG;Ponte Preta;3;0;H;3
2016;19/06/2016;Vitoria;Chapecoense;1;2;A;-1
2016;19/06/2016;Corinthians;Botafogo;3;1;H;2
2016;19/06/2016;Figueirense;Internacional;3;2;H;1
2016;19/06/2016;Flamengo;Sao Paulo;2;2;D;0
2016;19/06/2016;Sport;Fluminense;2;1;H;1
2016;19/06/2016;Gremio;Cruzeiro;2;0;H;2
2016;22/06/2016;Palmeiras;America MG;2;0;H;2
2016;22/06/2016;Ponte Preta;Cruzeiro;0;4;A;-4
2016;23/06/2016;Botafogo;Figueirense;0;0;D;0
2016;23/06/2016;Santa Cruz;Flamengo;0;1;A;-1
2016;23/06/2016;Atletico MG;Corinthians;2;1;H;1
2016;23/06/2016;Fluminense;Santos;2;4;A;-2
2016;23/06/2016;Chapecoense;Athletico PR;0;0;D;0
2016;23/06/2016;Gremio;Vitoria;1;2;A;-1
2016;24/06/2016;Sao Paulo;Sport;0;0;D;0
2016;24/06/2016;Coritiba;Internacional;1;1;D;0
2016;25/06/2016;Cruzeiro;Palmeiras;2;1;H;1
2016;26/06/2016;Corinthians;Santa Cruz;2;1;H;1
2016;26/06/2016;America MG;Atletico MG;0;1;A;-1
2016;26/06/2016;Athletico PR;Gremio;2;0;H;2
2016;26/06/2016;Flamengo;Fluminense;1;2;A;-1
2016;26/06/2016;Internacional;Botafogo;2;3;A;-1
2016;26/06/2016;Santos;Sao Paulo;3;0;H;3
2016;26/06/2016;Vitoria;Ponte Preta;1;1;D;0
2016;26/06/2016;Figueirense;Coritiba;0;0;D;0
2016;26/06/2016;Sport;Chapecoense;5;1;H;4
2016;29/06/2016;Flamengo;Internacional;1;0;H;1
2016;29/06/2016;Gremio;Santos;3;2;H;1
2016;29/06/2016;Vitoria;Sport;3;2;H;1
2016;30/06/2016;Chapecoense;Cruzeiro;3;2;H;1
2016;30/06/2016;Coritiba;Athletico PR;1;0;H;1
2016;30/06/2016;America MG;Corinthians;0;2;A;-2
2016;30/06/2016;Sao Paulo;Fluminense;2;1;H;1
2016;30/06/2016;Palmeiras;Figueirense;4;0;H;4
2016;30/06/2016;Santa Cruz;Ponte Preta;0;3;A;-3
2016;01/07/2016;Atletico MG;Botafogo;5;3;H;2
2016;02/07/2016;Fluminense;Coritiba;0;0;D;0
2016;02/07/2016;Athletico PR;America MG;1;0;H;1
2016;03/07/2016;Cruzeiro;Vitoria;2;2;D;0
2016;03/07/2016;Internacional;Gremio;0;1;A;-1
2016;03/07/2016;Botafogo;Santa Cruz;2;1;H;1
2016;03/07/2016;Corinthians;Flamengo;4;0;H;4
2016;03/07/2016;Ponte Preta;Sao Paulo;1;0;H;1
2016;03/07/2016;Santos;Chapecoense;3;0;H;3
2016;03/07/2016;Figueirense;Atletico MG;1;1;D;0
2016;05/07/2016;Sport;Palmeiras;1;3;A;-2
2016;09/07/2016;Chapecoense;Corinthians;0;2;A;-2
2016;09/07/2016;Coritiba;Botafogo;0;0;D;0
2016;10/07/2016;Ponte Preta;Sport;2;1;H;1
2016;10/07/2016;Flamengo;Atletico MG;2;0;H;2
2016;10/07/2016;Gremio;Figueirense;2;1;H;1
2016;10/07/2016;Santa Cruz;Internacional;1;0;H;1
2016;10/07/2016;Sao Paulo;America MG;3;0;H;3
2016;10/07/2016;Vitoria;Fluminense;0;0;D;0
2016;12/07/2016;Cruzeiro;Athletico PR;0;3;A;-3
2016;13/07/2016;Palmeiras;Santos;1;1;D;0
2016;16/07/2016;Botafogo;Flamengo;3;3;D;0
2016;16/07/2016;Santos;Ponte Preta;3;1;H;2
2016;17/07/2016;America MG;Santa Cruz;0;3;A;-3
2016;17/07/2016;Athletico PR;Vitoria;1;1;D;0
2016;17/07/2016;Corinthians;Sao Paulo;1;1;D;0
2016;17/07/2016;Figueirense;Chapecoense;1;1;D;0
2016;17/07/2016;Fluminense;Cruzeiro;2;0;H;2
2016;17/07/2016;Internacional;Palmeiras;0;1;A;-1
2016;17/07/2016;Sport;Gremio;4;2;H;2
2016;19/07/2016;Atletico MG;Coritiba;2;1;H;1
2016;23/07/2016;Corinthians;Figueirense;1;1;D;0
2016;23/07/2016;Santa Cruz;Coritiba;0;1;A;-1
2016;24/07/2016;Palmeiras;Atletico MG;0;1;A;-1
2016;24/07/2016;Ponte Preta;Internacional;2;2;D;0
2016;24/07/2016;Athletico PR;Fluminense;1;0;H;1
2016;24/07/2016;Chapecoense;Botafogo;2;1;H;1
2016;24/07/2016;Cruzeiro;Sport;1;2;A;-1
2016;24/07/2016;Gremio;Sao Paulo;1;0;H;1
2016;24/07/2016;Vitoria;Santos;2;3;A;-1
2016;26/07/2016;Flamengo;America MG;2;1;H;1
2016;30/07/2016;Figueirense;Vitoria;1;0;H;1
2016;30/07/2016;Sport;Athletico PR;2;0;H;2
2016;31/07/2016;Atletico MG;Santa Cruz;3;0;H;3
2016;31/07/2016;Fluminense;Ponte Preta;3;0;H;3
2016;31/07/2016;Sao Paulo;Chapecoense;2;2;D;0
2016;31/07/2016;Coritiba;Flamengo;0;2;A;-2
2016;31/07/2016;Internacional;Corinthians;0;1;A;-1
2016;31/07/2016;Santos;Cruzeiro;2;0;H;2
2016;31/07/2016;America MG;Gremio;0;0;D;0
2016;31/07/2016;Botafogo;Palmeiras;3;1;H;2
2016;03/08/2016;Sport;America MG;1;1;D;0
2016;03/08/2016;Vitoria;Coritiba;3;1;H;2
2016;04/08/2016;Athletico PR;Corinthians;2;0;H;2
2016;04/08/2016;Santos;Flamengo;0;0;D;0
2016;04/08/2016;Ponte Preta;Botafogo;2;0;H;2
2016;04/08/2016;Gremio;Santa Cruz;0;0;D;0
2016;04/08/2016;Sao Paulo;Atletico MG;1;2;A;-1
2016;05/08/2016;Cruzeiro;Internacional;4;2;H;2
2016;05/08/2016;Chapecoense;Palmeiras;1;1;D;0
2016;06/08/2016;Flamengo;Athletico PR;1;0;H;1
2016;07/08/2016;America MG;Santos;1;0;H;1
2016;07/08/2016;Coritiba;Ponte Preta;3;1;H;2
2016;07/08/2016;Palmeiras;Vitoria;2;1;H;1
2016;07/08/2016;Internacional;Fluminense;2;2;D;0
2016;07/08/2016;Santa Cruz;Sao Paulo;1;2;A;-1
2016;07/08/2016;Figueirense;Sport;1;1;D;0
2016;09/08/2016;Atletico MG;Chapecoense;3;1;H;2
2016;09/08/2016;Corinthians;Cruzeiro;1;1;D;0
2016;13/08/2016;Sport;Flamengo;1;0;H;1
2016;13/08/2016;Ponte Preta;Figueirense;2;0;H;2
2016;14/08/2016;Fluminense;America MG;1;0;H;1
2016;14/08/2016;Gremio;Corinthians;3;0;H;3
2016;14/08/2016;Cruzeiro;Coritiba;2;2;D;0
2016;14/08/2016;Santos;Atletico MG;3;0;H;3
2016;14/08/2016;Vitoria;Santa Cruz;2;2;D;0
2016;14/08/2016;Sao Paulo;Botafogo;0;1;A;-1
2016;14/08/2016;Athletico PR;Palmeiras;0;1;A;-1
2016;16/08/2016;Chapecoense;Internacional;1;0;H;1
2016;20/08/2016;America MG;Chapecoense;1;2;A;-1
2016;21/08/2016;Botafogo;Sport;3;0;H;3
2016;21/08/2016;Atletico MG;Athletico PR;1;0;H;1
2016;21/08/2016;Flamengo;Gremio;2;1;H;1
2016;21/08/2016;Internacional;Sao Paulo;1;1;D;0
2016;21/08/2016;Palmeiras;Ponte Preta;2;2;D;0
2016;21/08/2016;Santa Cruz;Fluminense;0;1;A;-1
2016;21/08/2016;Coritiba;Santos;2;1;H;1
2016;21/08/2016;Figueirense;Cruzeiro;1;2;A;-1
2016;23/08/2016;Corinthians;Vitoria;2;1;H;1
2016;27/08/2016;Ponte Preta;Corinthians;2;0;H;2
2016;28/08/2016;Cruzeiro;Santa Cruz;2;0;H;2
2016;28/08/2016;Santos;Figueirense;0;1;A;-1
2016;28/08/2016;Chapecoense;Flamengo;1;3;A;-2
2016;28/08/2016;Fluminense;Palmeiras;0;2;A;-2
2016;28/08/2016;Gremio;Atletico MG;1;1;D;0
2016;28/08/2016;Sao Paulo;Coritiba;0;0;D;0
2016;28/08/2016;Sport;Internacional;1;1;D;0
2016;28/08/2016;Vitoria;America MG;2;1;H;1
2016;30/08/2016;Athletico PR;Botafogo;1;0;H;1
2016;03/09/2016;Fluminense;Figueirense;3;2;H;1
2016;04/09/2016;Botafogo;Gremio;2;1;H;1
2016;07/09/2016;Botafogo;Fluminense;1;0;H;1
2016;07/09/2016;Figueirense;Athletico PR;1;0;H;1
2016;07/09/2016;Santa Cruz;Chapecoense;2;2;D;0
2016;07/09/2016;Atletico MG;Vitoria;2;1;H;1
2016;08/09/2016;Coritiba;Gremio;4;0;H;4
2016;08/09/2016;Flamengo;Ponte Preta;2;1;H;1
2016;08/09/2016;Palmeiras;Sao Paulo;2;1;H;1
2016;08/09/2016;Corinthians;Sport;3;0;H;3
2016;09/09/2016;America MG;Cruzeiro;0;2;A;-2
2016;09/09/2016;Internacional;Santos;2;1;H;1
2016;10/09/2016;Vitoria;Flamengo;1;2;A;-1
2016;11/09/2016;Chapecoense;Coritiba;1;0;H;1
2016;11/09/2016;Sao Paulo;Figueirense;3;1;H;2
2016;11/09/2016;Athletico PR;Internacional;2;1;H;1
2016;11/09/2016;Cruzeiro;Botafogo;0;2;A;-2
2016;11/09/2016;Santos;Corinthians;2;1;H;1
2016;11/09/2016;Sport;Santa Cruz;5;3;H;2
2016;11/09/2016;Gremio;Palmeiras;0;0;D;0
2016;11/09/2016;Ponte Preta;America MG;1;1;D;0
2016;13/09/2016;Fluminense;Atletico MG;4;2;H;2
2016;14/09/2016;Botafogo;Santos;0;1;A;-1
2016;14/09/2016;Figueirense;America MG;2;2;D;0
2016;15/09/2016;Ponte Preta;Gremio;3;0;H;3
2016;15/09/2016;Santa Cruz;Athletico PR;1;0;H;1
2016;15/09/2016;Coritiba;Corinthians;1;1;D;0
2016;15/09/2016;Palmeiras;Flamengo;1;1;D;0
2016;15/09/2016;Atletico MG;Sport;1;0;H;1
2016;15/09/2016;Fluminense;Chapecoense;1;2;A;-1
2016;16/09/2016;Internacional;Vitoria;0;1;A;-1
2016;16/09/2016;Sao Paulo;Cruzeiro;1;0;H;1
2016;17/09/2016;Corinthians;Palmeiras;0;2;A;-2
2016;18/09/2016;Flamengo;Figueirense;2;0;H;2
2016;18/09/2016;Athletico PR;Sao Paulo;1;0;H;1
2016;18/09/2016;Chapecoense;Ponte Preta;2;2;D;0
2016;18/09/2016;Cruzeiro;Atletico MG;1;1;D;0
2016;18/09/2016;Gremio;Fluminense;0;1;A;-1
2016;18/09/2016;Sport;Coritiba;0;1;A;-1
2016;18/09/2016;Santos;Santa Cruz;3;2;H;1
2016;18/09/2016;Vitoria;Botafogo;0;1;A;-1
2016;20/09/2016;America MG;Internacional;1;0;H;1
2016;24/09/2016;Palmeiras;Coritiba;2;1;H;1
2016;24/09/2016;Sport;Santos;1;0;H;1
2016;25/09/2016;America MG;Botafogo;1;0;H;1
2016;25/09/2016;Athletico PR;Ponte Preta;3;0;H;3
2016;25/09/2016;Figueirense;Santa Cruz;3;1;H;2
2016;25/09/2016;Corinthians;Fluminense;0;1;A;-1
2016;25/09/2016;Flamengo;Cruzeiro;2;1;H;1
2016;25/09/2016;Gremio;Chapecoense;1;0;H;1
2016;25/09/2016;Vitoria;Sao Paulo;2;0;H;2
2016;25/09/2016;Atletico MG;Internacional;3;1;H;2
2016;01/10/2016;Fluminense;Sport;3;1;H;2
2016;01/10/2016;Chapecoense;Vitoria;1;4;A;-3
2016;01/10/2016;Santos;Athletico PR;2;0;H;2
2016;01/10/2016;Sao Paulo;Flamengo;0;0;D;0
2016;01/10/2016;Botafogo;Corinthians;2;0;H;2
2016;01/10/2016;Ponte Preta;Atletico MG;1;2;A;-1
2016;01/10/2016;Cruzeiro;Gremio;1;0;H;1
2016;02/10/2016;Internacional;Figueirense;1;0;H;1
2016;04/10/2016;Santa Cruz;Palmeiras;2;3;A;-1
2016;04/10/2016;Coritiba;America MG;3;0;H;3
2016;05/10/2016;Athletico PR;Chapecoense;3;1;H;2
2016;05/10/2016;Vitoria;Gremio;0;1;A;-1
2016;06/10/2016;Corinthians;Atletico MG;0;0;D;0
2016;06/10/2016;Santos;Fluminense;2;1;H;1
2016;06/10/2016;Sport;Sao Paulo;1;1;D;0
2016;06/10/2016;Internacional;Coritiba;1;0;H;1
2016;09/10/2016;Cruzeiro;Ponte Preta;2;0;H;2
2016;09/10/2016;America MG;Palmeiras;0;2;A;-2
2016;09/10/2016;Figueirense;Botafogo;0;1;A;-1
2016;09/10/2016;Flamengo;Santa Cruz;3;0;H;3
2016;12/10/2016;Chapecoense;Sport;3;0;H;3
2016;12/10/2016;Coritiba;Figueirense;0;0;D;0
2016;13/10/2016;Botafogo;Internacional;1;0;H;1
2016;13/10/2016;Santa Cruz;Corinthians;2;4;A;-2
2016;13/10/2016;Atletico MG;America MG;3;0;H;3
2016;13/10/2016;Palmeiras;Cruzeiro;0;0;D;0
2016;13/10/2016;Ponte Preta;Vitoria;2;0;H;2
2016;14/10/2016;Fluminense;Flamengo;1;2;A;-1
2016;14/10/2016;Gremio;Athletico PR;1;0;H;1
2016;14/10/2016;Sao Paulo;Santos;0;1;A;-1
2016;16/10/2016;Athletico PR;Coritiba;2;0;H;2
2016;16/10/2016;Botafogo;Atletico MG;3;2;H;1
2016;16/10/2016;Cruzeiro;Chapecoense;0;0;D;0
2016;16/10/2016;Figueirense;Palmeiras;1;2;A;-1
2016;16/10/2016;Internacional;Flamengo;2;1;H;1
2016;16/10/2016;Corinthians;America MG;2;0;H;2
2016;16/10/2016;Ponte Preta;Santa Cruz;3;0;H;3
2016;16/10/2016;Santos;Gremio;1;1;D;0
2016;16/10/2016;Sport;Vitoria;1;0;H;1
2016;17/10/2016;Fluminense;Sao Paulo;1;2;A;-1
2016;20/10/2016;Santa Cruz;Botafogo;0;1;A;-1
2016;22/10/2016;Sao Paulo;Ponte Preta;2;0;H;2
2016;23/10/2016;Flamengo;Corinthians;2;2;D;0
2016;23/10/2016;Gremio;Internacional;0;0;D;0
2016;23/10/2016;Palmeiras;Sport;2;1;H;1
2016;23/10/2016;Vitoria;Cruzeiro;0;1;A;-1
2016;23/10/2016;Coritiba;Fluminense;1;1;D;0
2016;23/10/2016;Atletico MG;Figueirense;3;0;H;3
2016;23/10/2016;Chapecoense;Santos;0;1;A;-1
2016;24/10/2016;America MG;Athletico PR;1;0;H;1
2016;27/10/2016;Sport;Ponte Preta;1;0;H;1
2016;28/10/2016;Fluminense;Vitoria;2;2;D;0
2016;29/10/2016;Atletico MG;Flamengo;2;2;D;0
2016;29/10/2016;Athletico PR;Cruzeiro;1;0;H;1
2016;29/10/2016;Corinthians;Chapecoense;1;1;D;0
2016;29/10/2016;Botafogo;Coritiba;0;0;D;0
2016;29/10/2016;Internacional;Santa Cruz;1;1;D;0
2016;29/10/2016;Figueirense;Gremio;0;0;D;0
2016;29/10/2016;Santos;Palmeiras;1;0;H;1
2016;31/10/2016;America MG;Sao Paulo;1;0;H;1
2016;05/11/2016;Flamengo;Botafogo;0;0;D;0
2016;05/11/2016;Sao Paulo;Corinthians;4;0;H;4
2016;06/11/2016;Ponte Preta;Santos;1;2;A;-1
2016;06/11/2016;Cruzeiro;Fluminense;4;2;H;2
2016;06/11/2016;Palmeiras;Internacional;1;0;H;1
2016;06/11/2016;Santa Cruz;America MG;1;0;H;1
2016;06/11/2016;Vitoria;Athletico PR;3;2;H;1
2016;06/11/2016;Chapecoense;Figueirense;1;0;H;1
2016;06/11/2016;Coritiba;Atletico MG;2;0;H;2
2016;07/11/2016;Gremio;Sport;0;3;A;-3
2016;15/11/2016;Fluminense;Athletico PR;1;1;D;0
2016;16/11/2016;Botafogo;Chapecoense;0;2;A;-2
2016;16/11/2016;Coritiba;Santa Cruz;1;0;H;1
2016;16/11/2016;America MG;Flamengo;0;1;A;-1
2016;16/11/2016;Figueirense;Corinthians;1;1;D;0
2016;16/11/2016;Sport;Cruzeiro;0;1;A;-1
2016;17/11/2016;Santos;Vitoria;3;2;H;1
2016;17/11/2016;Sao Paulo;Gremio;1;1;D;0
2016;17/11/2016;Atletico MG;Palmeiras;1;1;D;0
2016;17/11/2016;Internacional;Ponte Preta;1;1;D;0
2016;20/11/2016;Athletico PR;Sport;2;0;H;2
2016;20/11/2016;Cruzeiro;Santos;2;2;D;0
2016;20/11/2016;Gremio;America MG;3;0;H;3
2016;20/11/2016;Palmeiras;Botafogo;1;0;H;1
2016;20/11/2016;Ponte Preta;Fluminense;1;0;H;1
2016;20/11/2016;Vitoria;Figueirense;4;0;H;4
2016;20/11/2016;Chapecoense;Sao Paulo;2;0;H;2
2016;20/11/2016;Flamengo;Coritiba;2;2;D;0
2016;20/11/2016;Santa Cruz;Atletico MG;3;3;D;0
2016;21/11/2016;Corinthians;Internacional;1;0;H;1
2016;26/11/2016;America MG;Sport;2;2;D;0
2016;26/11/2016;Botafogo;Ponte Preta;1;1;D;0
2016;26/11/2016;Corinthians;Athletico PR;0;0;D;0
2016;27/11/2016;Atletico MG;Sao Paulo;1;2;A;-1
2016;27/11/2016;Flamengo;Santos;2;0;H;2
2016;27/11/2016;Internacional;Cruzeiro;1;0;H;1
2016;27/11/2016;Palmeiras;Chapecoense;1;0;H;1
2016;27/11/2016;Figueirense;Fluminense;1;0;H;1
2016;27/11/2016;Santa Cruz;Gremio;5;1;H;4
2016;28/11/2016;Coritiba;Vitoria;0;1;A;-1
2016;11/12/2016;Athletico PR;Flamengo;0;0;D;0
2016;11/12/2016;Chapecoense;Atletico MG;;;D;0
2016;11/12/2016;Cruzeiro;Corinthians;3;2;H;1
2016;11/12/2016;Fluminense;Internacional;1;1;D;0
2016;11/12/2016;Gremio;Botafogo;0;1;A;-1
2016;11/12/2016;Ponte Preta;Coritiba;2;0;H;2
2016;11/12/2016;Santos;America MG;1;0;H;1
2016;11/12/2016;Sao Paulo;Santa Cruz;5;0;H;5
2016;11/12/2016;Sport;Figueirense;2;0;H;2
2016;11/12/2016;Vitoria;Palmeiras;1;2;A;-1
2017;13/05/2017;Flamengo;Atletico MG;1;1;D;0
2017;13/05/2017;Corinthians;Chapecoense;1;1;D;0
2017;14/05/2017;Fluminense;Santos;3;2;H;1
2017;14/05/2017;Avai;Vitoria;0;0;D;0
2017;14/05/2017;Bahia;Athletico PR;6;2;H;4
2017;14/05/2017;Cruzeiro;Sao Paulo;1;0;H;1
2017;14/05/2017;Palmeiras;Vasco;4;0;H;4
2017;14/05/2017;Ponte Preta;Sport;4;0;H;4
2017;14/05/2017;Gremio;Botafogo;2;0;H;2
2017;16/05/2017;Coritiba;Atletico GO;4;1;H;3
2017;20/05/2017;Santos;Coritiba;1;0;H;1
2017;20/05/2017;Atletico GO;Flamengo;0;3;A;-3
2017;20/05/2017;Chapecoense;Palmeiras;1;0;H;1
2017;21/05/2017;Vasco;Bahia;2;1;H;1
2017;21/05/2017;Atletico MG;Fluminense;1;2;A;-1
2017;21/05/2017;Athletico PR;Gremio;0;2;A;-2
2017;21/05/2017;Vitoria;Corinthians;0;1;A;-1
2017;21/05/2017;Botafogo;Ponte Preta;2;0;H;2
2017;21/05/2017;Sport;Cruzeiro;1;1;D;0
2017;23/05/2017;Sao Paulo;Avai;2;0;H;2
2017;27/05/2017;Vasco;Fluminense;3;2;H;1
2017;27/05/2017;Sao Paulo;Palmeiras;2;0;H;2
2017;28/05/2017;Vitoria;Coritiba;0;1;A;-1
2017;28/05/2017;Atletico MG;Ponte Preta;2;2;D;0
2017;28/05/2017;Atletico GO;Corinthians;0;1;A;-1
2017;28/05/2017;Athletico PR;Flamengo;1;1;D;0
2017;28/05/2017;Santos;Cruzeiro;0;1;A;-1
2017;28/05/2017;Sport;Gremio;4;3;H;1
2017;28/05/2017;Botafogo;Bahia;1;0;H;1
2017;30/05/2017;Chapecoense;Avai;2;0;H;2
2017;03/06/2017;Coritiba;Athletico PR;1;0;H;1
2017;03/06/2017;Fluminense;Vitoria;2;1;H;1
2017;03/06/2017;Corinthians;Santos;2;0;H;2
2017;04/06/2017;Avai;Sport;1;0;H;1
2017;04/06/2017;Flamengo;Botafogo;0;0;D;0
2017;04/06/2017;Gremio;Vasco;2;0;H;2
2017;04/06/2017;Palmeiras;Atletico MG;0;0;D;0
2017;04/06/2017;Ponte Preta;Sao Paulo;1;0;H;1
2017;04/06/2017;Cruzeiro;Chapecoense;0;2;A;-2
2017;06/06/2017;Bahia;Atletico GO;3;0;H;3
2017;07/06/2017;Fluminense;Athletico PR;1;1;D;0
2017;07/06/2017;Atletico MG;Avai;1;0;H;1
2017;07/06/2017;Coritiba;Palmeiras;1;0;H;1
2017;08/06/2017;Santos;Botafogo;1;0;H;1
2017;08/06/2017;Sport;Flamengo;2;0;H;2
2017;08/06/2017;Vasco;Corinthians;2;5;A;-3
2017;08/06/2017;Atletico GO;Ponte Preta;3;0;H;3
2017;08/06/2017;Sao Paulo;Vitoria;2;0;H;2
2017;09/06/2017;Chapecoense;Gremio;3;6;A;-3
2017;09/06/2017;Bahia;Cruzeiro;1;0;H;1
2017;10/06/2017;Palmeiras;Fluminense;3;1;H;2
2017;10/06/2017;Vasco;Sport;2;1;H;1
2017;11/06/2017;Botafogo;Coritiba;2;2;D;0
2017;11/06/2017;Avai;Flamengo;1;1;D;0
2017;11/06/2017;Corinthians;Sao Paulo;3;2;H;1
2017;11/06/2017;Ponte Preta;Chapecoense;3;2;H;1
2017;11/06/2017;Vitoria;Atletico MG;2;0;H;2
2017;11/06/2017;Cruzeiro;Atletico GO;2;0;H;2
2017;11/06/2017;Athletico PR;Santos;0;2;A;-2
2017;13/06/2017;Gremio;Bahia;1;0;H;1
2017;14/06/2017;Atletico GO;Avai;3;1;H;2
2017;14/06/2017;Atletico MG;Athletico PR;0;1;A;-1
